PWM	Mouse_Gene_Name	Name_Human	ID	Superclass	Class	Family	Subfamily	References
TA0433_FOXC1_DBD_dimer	Foxc1	FOXC1	FOXC1_004	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXC	Jolma A and Taipale J et al., Cell 2013
MA0846.1.FOXC2	Foxc2	FOXC2	FOXC2_005	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXC	JASPAR 2016
FOXC2.Me9722.2.YY2017.HT-SE2	Foxc2	FOXC2	FOXC2_004	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXC	Yin Y et al., Science 2017
FOXC2.Me9722.1.YY2017.HT-SE2	Foxc2	FOXC2	FOXC2_003	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXC	Yin Y et al., Science 2017
FOXC2.Ca9722.2.YY2017.HT-SE2	Foxc2	FOXC2	FOXC2_002	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXC	Yin Y et al., Science 2017
TA0436_FOXC2_DBD_dimer	Foxc2	FOXC2	FOXC2_006	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXC	Jolma A and Taipale J et al., Cell 2013
FOXC2.Ca9722.1.YY2017.HT-SE2	Foxc2	FOXC2	FOXC2_001	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXC	Yin Y et al., Science 2017
TA0437_FOXC2_DBD_dimer	Foxc2	FOXC2	FOXC2_007	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXC	Jolma A and Taipale J et al., Cell 2013
TA0449_FOXJ2_DBD_dimer	Foxj2	FOXJ2	FOXJ2_006	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXJ	Jolma A and Taipale J et al., Cell 2013
MA0614.1.Foxj2	Foxj2	FOXJ2	FOXJ2_004	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXJ	JASPAR 2016
FOXJ2.Ca9714.1.YY2017.HT-SE2	Foxj2	FOXJ2	FOXJ2_002	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXJ	Yin Y et al., Science 2017
FOXJ2.Me9714.1.YY2017.HT-SE2	Foxj2	FOXJ2	FOXJ2_003	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXJ	Yin Y et al., Science 2017
TA0447_FOXJ2_DBD_dimer	Foxj2	FOXJ2	FOXJ2_005	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXJ	Jolma A and Taipale J et al., Cell 2013
FOXJ2_HUMAN.H11MO.0.C	Foxj2	FOXJ2	FOXJ2_001	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXJ	HOCOMOCO v11
TA0475_Foxj3_DBD_dimer	Foxj3	FOXJ3	FOXJ3_009	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXJ	Jolma A and Taipale J et al., Cell 2013
TA0450_FOXJ3_DBD_monomer	Foxj3	FOXJ3	FOXJ3_005	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXJ	Jolma A and Taipale J et al., Cell 2013
FOXJ3.Me9713.1.YY2017.HT-SE2	Foxj3	FOXJ3	FOXJ3_003	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXJ	Yin Y et al., Science 2017
TA0476_Foxj3_DBD_monomer	Foxj3	FOXJ3	FOXJ3_010	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXJ	Jolma A and Taipale J et al., Cell 2013
TA0452_FOXJ3_DBD_dimer	Foxj3	FOXJ3	FOXJ3_007	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXJ	Jolma A and Taipale J et al., Cell 2013
TA0474_Foxj3_DBD_multimer	Foxj3	FOXJ3	FOXJ3_008	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXJ	Jolma A and Taipale J et al., Cell 2013
FOXJ3_HUMAN.H11MO.0.A	Foxj3	FOXJ3	FOXJ3_001	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXJ	HOCOMOCO v11
TA0477_Foxj3_DBD_dimer	Foxj3	FOXJ3	FOXJ3_011	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXJ	Jolma A and Taipale J et al., Cell 2013
TA0451_FOXJ3_DBD_dimer	Foxj3	FOXJ3	FOXJ3_006	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXJ	Jolma A and Taipale J et al., Cell 2013
MA0851.1.Foxj3	Foxj3	FOXJ3	FOXJ3_004	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXJ	JASPAR 2016
FOXJ3.Ca9713.1.YY2017.HT-SE2	Foxj3	FOXJ3	FOXJ3_002	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXJ	Yin Y et al., Science 2017
MA1103.1.FOXK2	Foxk2	FOXK2	FOXK2_001	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXK	JASPAR 2018
FOXM1_HUMAN.H11MO.0.A	Foxm1	FOXM1	FOXM1_001	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXM	HOCOMOCO v11
FOXN2.Ca9730.1.YY2017.HT-SE2	Foxn2	FOXN2	FOXN2_001	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXN	Yin Y et al., Science 2017
FOXN2.Me9730.1.YY2017.HT-SE2	Foxn2	FOXN2	FOXN2_002	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXN	Yin Y et al., Science 2017
MA0480.1.Foxo1	Foxo1	FOXO1	FOXO1_002	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXO	JASPAR 2014
TA0458_FOXO1_DBD_multimer	Foxo1	FOXO1	FOXO1_005	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXO	Jolma A and Taipale J et al., Cell 2013
TA0456_FOXO1_DBD_monomer	Foxo1	FOXO1	FOXO1_003	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXO	Jolma A and Taipale J et al., Cell 2013
TA0457_FOXO1_DBD_dimer	Foxo1	FOXO1	FOXO1_004	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXO	Jolma A and Taipale J et al., Cell 2013
FOXO1_HUMAN.H11MO.0.A	Foxo1	FOXO1	FOXO1_001	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXO	HOCOMOCO v11
TA0459_FOXO3_full_dimer	Foxo3	FOXO3	FOXO3_006	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXO	Jolma A and Taipale J et al., Cell 2013
MA0157.1.FOXO3	Foxo3	FOXO3	FOXO3_004	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXO	JASPAR 2014
TA0461_FOXO3_full_multimer	Foxo3	FOXO3	FOXO3_007	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXO	Jolma A and Taipale J et al., Cell 2013
FOXO3.Me9728.1.YY2017.HT-SE2	Foxo3	FOXO3	FOXO3_003	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXO	Yin Y et al., Science 2017
MA0157.2.FOXO3	Foxo3	FOXO3	FOXO3_005	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXO	JASPAR 2016
FOXO3.Ca9728.1.YY2017.HT-SE2	Foxo3	FOXO3	FOXO3_002	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXO	Yin Y et al., Science 2017
FOXO3_HUMAN.H11MO.0.B	Foxo3	FOXO3	FOXO3_001	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXO	HOCOMOCO v11
FOXP1.Ca9711.1.YY2017.HT-SE2	Foxp1	FOXP1	FOXP1_002	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXP	Yin Y et al., Science 2017
FOXP1.Me9711.1.YY2017.HT-SE2	Foxp1	FOXP1	FOXP1_003	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXP	Yin Y et al., Science 2017
MA0481.1.FOXP1	Foxp1	FOXP1	FOXP1_004	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXP	JASPAR 2014
FOXP1_HUMAN.H11MO.0.A	Foxp1	FOXP1	FOXP1_001	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXP	HOCOMOCO v11
FOXP2_HUMAN.H11MO.0.C	Foxp2	FOXP2	FOXP2_001	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXP	HOCOMOCO v11
MA0593.1.FOXP2	Foxp2	FOXP2	FOXP2_003	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXP	JASPAR 2014
SMiLE_FOXP2	Foxp2	FOXP2	FOXP2_004	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXP	Isakova A et al. Nat Methods. 2017
FOXP2_MOUSE.H11MO.0.A	Foxp2	FOXP2	FOXP2_002	Helix-turn-helix.domains	Fork.head/winged.helix.factors	Forkhead.box.(FOX).factors	FOXP	HOCOMOCO v11
GABPA.Ca9768.1.YY2017.HT-SE2	Gabpa	GABPA	GABPA_004	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Ets-like.factors	Yin Y et al., Science 2017
BU0020.Gabpa_primary	Gabpa	GABPA	GABPA_001	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Ets-like.factors	Badis G et al., Science 2009
GABPA_HUMAN.H11MO.0.A	Gabpa	GABPA	GABPA_003	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Ets-like.factors	HOCOMOCO v11
ETS0023.h-GABPA	Gabpa	GABPA	GABPA_002	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Ets-like.factors	Wei GH et al., EMBO 2010
GABPA.Me9768.1.YY2017.HT-SE2	Gabpa	GABPA	GABPA_005	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Ets-like.factors	Yin Y et al., Science 2017
MA0062.2.Gabpa	Gabpa	GABPA	GABPA_006	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Ets-like.factors	JASPAR 2014
TA0146_GABPA_full_monomer	Gabpa	GABPA	GABPA_008	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Ets-like.factors	Jolma A and Taipale J et al., Cell 2013
SMiLE_GABPA	Gabpa	GABPA	GABPA_007	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Ets-like.factors	Isakova A et al. Nat Methods. 2017
GATA1.Me9516.1.YY2017.HT-SE2	Gata1	GATA1	GATA1_004	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	Yin Y et al., Science 2017
MA0035.1.Gata1	Gata1	GATA1	GATA1_005	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	JASPAR 2014
MA0035.2.Gata1	Gata1	GATA1	GATA1_006	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	JASPAR 2014
AJ_GATA1	Gata1	GATA1	GATA1_001	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	Jolma A et al., Nature, 2015
GATA1_HUMAN.H11MO.0.A	Gata1	GATA1	GATA1_002	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	HOCOMOCO v11
GATA1.Ca9516.1.YY2017.HT-SE2	Gata1	GATA1	GATA1_003	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	Yin Y et al., Science 2017
MA0035.3.Gata1	Gata1	GATA1	GATA1_007	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	JASPAR 2014
GATA2_HUMAN.H11MO.0.A	Gata2	GATA2	GATA2_001	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	HOCOMOCO v11
GATA2.Me9518.1.YY2017.HT-SE2	Gata2	GATA2	GATA2_003	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	Yin Y et al., Science 2017
GATA2.Ca9518.1.YY2017.HT-SE2	Gata2	GATA2	GATA2_002	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	Yin Y et al., Science 2017
MA0036.2.GATA2	Gata2	GATA2	GATA2_005	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	JASPAR 2014
MA0036.1.GATA2	Gata2	GATA2	GATA2_004	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	JASPAR 2014
MA0036.3.GATA2	Gata2	GATA2	GATA2_006	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	JASPAR 2018
GATA3.Me9517.2.YY2017.HT-SE2	Gata3	GATA3	GATA3_006	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	Yin Y et al., Science 2017
TA0157_GATA3_DBD_monomer	Gata3	GATA3	GATA3_012	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	Jolma A and Taipale J et al., Cell 2013
MA0037.1.GATA3	Gata3	GATA3	GATA3_007	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	JASPAR 2014
GATA3.Ca9517.2.YY2017.HT-SE2	Gata3	GATA3	GATA3_004	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	Yin Y et al., Science 2017
MA0037.2.GATA3	Gata3	GATA3	GATA3_008	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	JASPAR 2014
GATA3.Me9517.1.YY2017.HT-SE2	Gata3	GATA3	GATA3_005	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	Yin Y et al., Science 2017
MA0037.3.GATA3	Gata3	GATA3	GATA3_009	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	JASPAR 2018
GATA3_HUMAN.H11MO.0.A	Gata3	GATA3	GATA3_002	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	HOCOMOCO v11
SMiLE_GATA3_002	Gata3	GATA3	GATA3_011	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	Isakova A et al. Nat Methods. 2017
GATA3.Ca9517.1.YY2017.HT-SE2	Gata3	GATA3	GATA3_003	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	Yin Y et al., Science 2017
BU0021.Gata3_primary	Gata3	GATA3	GATA3_001	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	Badis G et al., Science 2009
GATA4.Me9514.1.YY2017.HT-SE2	Gata4	GATA4	GATA4_003	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	Yin Y et al., Science 2017
MA0482.1.Gata4	Gata4	GATA4	GATA4_004	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	JASPAR 2014
GATA4_HUMAN.H11MO.0.A	Gata4	GATA4	GATA4_001	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	HOCOMOCO v11
TA0159_GATA4_DBD_monomer	Gata4	GATA4	GATA4_005	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	Jolma A and Taipale J et al., Cell 2013
GATA4.Ca9514.1.YY2017.HT-SE2	Gata4	GATA4	GATA4_002	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	Yin Y et al., Science 2017
GATA5.Me9515.3.YY2017.HT-SE2	Gata5	GATA5	GATA5_008	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	Yin Y et al., Science 2017
GATA5.Ca9515.4.YY2017.HT-SE2	Gata5	GATA5	GATA5_005	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	Yin Y et al., Science 2017
GATA5.Ca9515.2.YY2017.HT-SE2	Gata5	GATA5	GATA5_003	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	Yin Y et al., Science 2017
GATA5.Ca9515.3.YY2017.HT-SE2	Gata5	GATA5	GATA5_004	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	Yin Y et al., Science 2017
MA0766.1.GATA5	Gata5	GATA5	GATA5_010	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	JASPAR 2016
GATA5.Me9515.1.YY2017.HT-SE2	Gata5	GATA5	GATA5_006	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	Yin Y et al., Science 2017
GATA5.Me9515.2.YY2017.HT-SE2	Gata5	GATA5	GATA5_007	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	Yin Y et al., Science 2017
BU0022.Gata5_primary	Gata5	GATA5	GATA5_001	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	Badis G et al., Science 2009
GATA5.Ca9515.1.YY2017.HT-SE2	Gata5	GATA5	GATA5_002	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	Yin Y et al., Science 2017
GATA5.Me9515.4.YY2017.HT-SE2	Gata5	GATA5	GATA5_009	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	Yin Y et al., Science 2017
GATA6_HUMAN.H11MO.0.A	Gata6	GATA6	GATA6_002	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	HOCOMOCO v11
GATA6.Ca9513.1.YY2017.HT-SE2	Gata6	GATA6	GATA6_003	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	Yin Y et al., Science 2017
GATA6.Me9513.1.YY2017.HT-SE2	Gata6	GATA6	GATA6_004	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	Yin Y et al., Science 2017
BU0023.Gata6_primary	Gata6	GATA6	GATA6_001	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	Badis G et al., Science 2009
MA1104.1.GATA6	Gata6	GATA6	GATA6_005	Zinc-coordinating.DNA-binding.domains	Other.C4.zinc.finger-type.factors	GATA-type.zinc.fingers	Two.zinc-finger.GATA.factors	JASPAR 2018
GLI3.Ca9511.1.YY2017.HT-SE2	Gli3	GLI3	GLI3_003	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	More.than.3.adjacent.zinc.finger.factors	GLI-like.factors	Yin Y et al., Science 2017
GLI3_HUMAN.H11MO.0.B	Gli3	GLI3	GLI3_002	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	More.than.3.adjacent.zinc.finger.factors	GLI-like.factors	HOCOMOCO v11
AJ_GLI3	Gli3	GLI3	GLI3_001	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	More.than.3.adjacent.zinc.finger.factors	GLI-like.factors	Jolma A et al., Nature, 2015
GLI3.Me9511.1.YY2017.HT-SE2	Gli3	GLI3	GLI3_004	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	More.than.3.adjacent.zinc.finger.factors	GLI-like.factors	Yin Y et al., Science 2017
GLIS2.Me9509.1.YY2017.HT-SE2	Glis2	GLIS2	GLIS2_003	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	More.than.3.adjacent.zinc.finger.factors	GLI-like.factors	Yin Y et al., Science 2017
GLIS2.Ca9509.1.YY2017.HT-SE2	Glis2	GLIS2	GLIS2_002	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	More.than.3.adjacent.zinc.finger.factors	GLI-like.factors	Yin Y et al., Science 2017
BU0025.Glis2_primary	Glis2	GLIS2	GLIS2_001	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	More.than.3.adjacent.zinc.finger.factors	GLI-like.factors	Badis G et al., Science 2009
MA0736.1.GLIS2	Glis2	GLIS2	GLIS2_004	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	More.than.3.adjacent.zinc.finger.factors	GLI-like.factors	JASPAR 2016
MA0615.1.Gmeb1	Gmeb1	GMEB1	GMEB1_003	alpha-Helices.exposed.by.beta-structures	SAND.domain.factors	GMEB	GMEB	JASPAR 2016
GMEB1.Me9597.1.YY2017.HT-SE2	Gmeb1	GMEB1	GMEB1_002	alpha-Helices.exposed.by.beta-structures	SAND.domain.factors	GMEB	GMEB	Yin Y et al., Science 2017
GMEB1.Ca9597.1.YY2017.HT-SE2	Gmeb1	GMEB1	GMEB1_001	alpha-Helices.exposed.by.beta-structures	SAND.domain.factors	GMEB	GMEB	Yin Y et al., Science 2017
HAND1_MOUSE.H11MO.0.C	Hand1	HAND1	HAND1_001	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	Tal-related.factors	Twist-like.factors	HOCOMOCO v11
HAND2.Me9824.1.YY2017.HT-SE2	Hand2	HAND2	HAND2_002	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	Tal-related.factors	Twist-like.factors	Yin Y et al., Science 2017
HAND2.Ca9824.1.YY2017.HT-SE2	Hand2	HAND2	HAND2_001	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	Tal-related.factors	Twist-like.factors	Yin Y et al., Science 2017
HES1.Ca9860.1.YY2017.HT-SE2	Hes1	HES1	HES1_002	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	Hairy-related.factors	Hairy-like.factors	Yin Y et al., Science 2017
AJ_HES1	Hes1	HES1	HES1_001	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	Hairy-related.factors	Hairy-like.factors	Jolma A et al., Nature, 2015
MA1099.1.Hes1	Hes1	HES1	HES1_004	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	Hairy-related.factors	Hairy-like.factors	JASPAR 2016
HES1.Me9860.1.YY2017.HT-SE2	Hes1	HES1	HES1_003	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	Hairy-related.factors	Hairy-like.factors	Yin Y et al., Science 2017
HES6.Ca9858.1.YY2017.HT-SE2	Hes6	HES6	HES6_001	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	Hairy-related.factors	Hairy-like.factors	Yin Y et al., Science 2017
HEY1.Me9861.1.YY2017.HT-SE2	Hey1	HEY1	HEY1_003	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	Hairy-related.factors	Hairy-like.factors	Yin Y et al., Science 2017
HEY1.Ca9861.1.YY2017.HT-SE2	Hey1	HEY1	HEY1_001	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	Hairy-related.factors	Hairy-like.factors	Yin Y et al., Science 2017
HEY1.Me9861.2.YY2017.HT-SE2	Hey1	HEY1	HEY1_004	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	Hairy-related.factors	Hairy-like.factors	Yin Y et al., Science 2017
HEY1.Ca9861.2.YY2017.HT-SE2	Hey1	HEY1	HEY1_002	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	Hairy-related.factors	Hairy-like.factors	Yin Y et al., Science 2017
MA0823.1.HEY1	Hey1	HEY1	HEY1_005	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	Hairy-related.factors	Hairy-like.factors	JASPAR 2016
TA0352_HEY2_DBD_dimer	Hey2	HEY2	HEY2_006	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	Hairy-related.factors	Hairy-like.factors	Jolma A and Taipale J et al., Cell 2013
HEY2.Me9862.1.YY2017.HT-SE2	Hey2	HEY2	HEY2_003	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	Hairy-related.factors	Hairy-like.factors	Yin Y et al., Science 2017
HEY2.Me9862.2.YY2017.HT-SE2	Hey2	HEY2	HEY2_004	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	Hairy-related.factors	Hairy-like.factors	Yin Y et al., Science 2017
